City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Elbistan,38.2059,37.1983,36.32,90,73,1.05,TR,1612899031
1,Okha,53.5739,142.9478,0.91,93,52,11.36,RU,1612899032
2,Mahébourg,-20.4081,57.7,78.8,78,20,4.61,MU,1612899034
3,Laas,46.6166,10.7002,42.8,65,75,4.61,IT,1612899036
4,Ilulissat,69.2167,-51.1,19.4,45,1,9.22,GL,1612899037
5,Juradó,7.1053,-77.7641,84.0,69,52,7.4,CO,1612899038
6,Skibbereen,51.55,-9.2667,33.8,69,75,20.71,IE,1612899040
7,Areia Branca,-4.9561,-37.1369,91.4,46,40,17.27,BR,1612899041
8,Salalah,17.0151,54.0924,77.0,53,0,2.3,OM,1612899043
9,Dargaville,-35.9333,173.8833,69.24,85,97,6.6,NZ,1612899044
10,Dunedin,-45.8742,170.5036,50.0,90,100,1.99,NZ,1612899040
11,Rikitea,-23.1203,-134.9692,78.39,72,70,7.96,PF,1612898930
12,Tuktoyaktuk,69.4541,-133.0374,-38.2,67,20,9.22,CA,1612899047
13,Coyhaique,-45.5752,-72.0662,87.8,27,20,8.05,CL,1612899048
14,Puerto Ayora,-0.7393,-90.3518,81.0,89,90,14.97,EC,1612899050
15,Port Elizabeth,-33.918,25.5701,69.8,94,0,8.05,ZA,1612898779
16,Micheweni,-4.9667,39.8333,81.81,74,100,14.83,TZ,1612899052
17,Ahipara,-35.1667,173.1667,67.87,91,100,7.29,NZ,1612898871
18,Hervey Bay,-25.2986,152.8535,71.01,73,10,1.01,AU,1612899054
19,Kapaa,22.0752,-159.319,69.8,60,75,16.11,US,1612899056
20,Coahuayana Viejo,18.7333,-103.6833,80.6,47,40,7.65,MX,1612899057
21,Boca do Acre,-8.7522,-67.3978,84.0,76,81,3.62,BR,1612899058
22,Cape Town,-33.9258,18.4232,71.01,83,0,24.16,ZA,1612898825
23,Katsuura,35.1333,140.3,41.0,38,20,12.66,JP,1612899061
24,Ushuaia,-54.8,-68.3,66.2,52,20,3.44,AR,1612899062
25,Jamestown,42.097,-79.2353,24.01,80,90,5.75,US,1612899063
26,Punta Arenas,-53.15,-70.9167,68.0,56,0,8.05,CL,1612899031
27,Ancud,-41.8697,-73.8203,80.6,41,0,9.22,CL,1612899065
28,Busselton,-33.65,115.3333,55.0,97,90,6.78,AU,1612898862
29,Albany,42.6001,-73.9662,30.0,72,100,3.06,US,1612899068
30,Atuona,-9.8,-139.0333,79.23,76,14,18.9,PF,1612899069
31,Port Alfred,-33.5906,26.891,71.01,90,25,2.19,ZA,1612898912
32,Clyde River,70.4692,-68.5914,-0.4,92,20,6.91,CA,1612899071
33,Shenjiamen,29.9576,122.298,48.56,81,97,7.67,CN,1612899072
34,Gizo Government Station,-8.103,156.8419,82.22,76,49,13.35,SB,1612899074
35,Nikolskoye,59.7035,30.7861,6.01,78,20,4.47,RU,1612899075
36,Morón,-34.6534,-58.6198,75.99,78,90,8.05,AR,1612899076
37,Bredasdorp,-34.5322,20.0403,66.2,77,4,1.14,ZA,1612899078
38,Qaanaaq,77.484,-69.3632,18.03,73,0,5.1,GL,1612899079
39,Otofuke,42.9917,143.2003,14.61,90,92,9.28,JP,1612899081
40,Prince Rupert,54.3161,-130.3201,24.8,80,90,4.61,CA,1612899082
41,Dzaoudzi,-12.7887,45.2699,77.0,88,100,1.14,YT,1612899083
42,Talnakh,69.4865,88.3972,-11.09,88,100,2.53,RU,1612899084
43,New Norfolk,-42.7826,147.0587,50.0,66,31,1.7,AU,1612899085
44,Saint Paul Harbor,57.79,-152.4072,30.2,80,90,3.31,US,1612899086
45,Pindi Gheb,33.2402,72.2661,58.66,39,0,2.98,PK,1612899088
46,Burns Lake,54.2331,-125.7533,-7.6,54,100,5.75,CA,1612899006
47,Pimentel,-6.8367,-79.9342,84.2,51,0,18.41,PE,1612898966
48,Tiksi,71.6872,128.8694,-16.78,83,100,3.8,RU,1612899091
49,Aswān,24.0934,32.907,70.0,39,50,7.0,EG,1612899094
50,Avarua,-21.2078,-159.775,82.4,78,100,5.75,CK,1612899095
51,Shuyskoye,59.3736,41.0305,-6.09,91,81,2.13,RU,1612899096
52,Carnarvon,-24.8667,113.6333,73.4,100,40,18.41,AU,1612899097
53,Arraial do Cabo,-22.9661,-42.0278,75.2,83,75,5.75,BR,1612899098
54,Ponta do Sol,32.6667,-17.1,60.01,66,95,1.99,PT,1612899100
55,Butaritari,3.0707,172.7902,80.89,83,5,16.55,KI,1612899101
56,Mayya,61.7333,130.2811,-32.8,68,0,6.71,RU,1612899102
57,San Quintín,30.4833,-115.95,60.08,66,100,7.34,MX,1612899103
58,Tura,25.5198,90.2201,59.77,36,0,2.33,IN,1612898837
59,Mataura,-46.1927,168.8643,48.15,95,100,5.48,NZ,1612899105
60,Yaan,7.3833,8.5667,84.36,14,0,4.21,NG,1612899107
61,Plouzané,48.3833,-4.6167,33.8,93,90,24.16,FR,1612899108
62,Somerset,40.5668,-74.5496,34.0,86,90,4.05,US,1612899109
63,Lavrentiya,65.5833,-171.0,-12.64,80,0,14.67,RU,1612899110
64,Kungurtug,50.5994,97.5228,27.23,85,100,10.76,RU,1612899112
65,Sitka,57.0531,-135.33,15.8,41,1,9.22,US,1612899113
66,Sampit,-2.5333,112.95,75.29,98,100,2.15,ID,1612899114
67,Hithadhoo,-0.6,73.0833,82.47,79,65,11.36,MV,1612899115
68,Airai,-8.9266,125.4092,61.38,100,100,1.63,TL,1612899116
69,Itarema,-2.9248,-39.9167,79.77,83,100,4.74,BR,1612898997
70,Gouré,13.9835,10.2704,74.43,17,0,9.57,NE,1612899118
71,Yerbogachën,61.2767,108.0108,21.07,96,100,13.22,RU,1612899120
72,Nizhniy Odes,63.6445,54.856,-11.11,90,100,4.34,RU,1612899122
73,Rosetta,31.4044,30.4164,62.6,88,0,3.44,EG,1612899123
74,Tautira,-17.7333,-149.15,86.0,62,20,4.61,PF,1612899060
75,Tabuk,17.4189,121.4443,68.92,90,100,5.44,PH,1612899125
76,Bennington,42.8781,-73.1968,30.0,80,90,2.48,US,1612899127
77,Beira,-19.8436,34.8389,84.0,100,40,11.5,MZ,1612899128
78,Arvika,59.6553,12.5852,14.0,79,0,5.75,SE,1612899129
79,Vila Franca do Campo,37.7167,-25.4333,61.0,94,75,14.97,PT,1612899130
80,San Patricio,28.017,-97.5169,80.01,61,75,10.8,US,1612899131
81,Saskylakh,71.9167,114.0833,-24.23,82,0,8.63,RU,1612899132
82,Hay River,60.8156,-115.7999,-18.4,69,100,21.85,CA,1612899134
83,Esperance,-33.8667,121.9,59.0,82,0,3.44,AU,1612899135
84,Chui,-33.6971,-53.4616,73.76,71,0,10.31,UY,1612899136
85,Qeshm,26.9581,56.2719,66.2,59,0,4.61,IR,1612899137
86,Lowestoft,52.4752,1.7516,33.01,73,100,3.0,GB,1612899138
87,Eyl,7.9803,49.8164,74.57,70,99,17.85,SO,1612898946
88,Sobolevo,54.4299,31.8996,7.65,95,98,7.96,RU,1612899141
89,Mar del Plata,-38.0023,-57.5575,69.8,68,75,16.11,AR,1612899142
90,Port Shepstone,-30.7414,30.455,76.32,82,100,9.73,ZA,1612899143
91,Faya,18.3851,42.4509,50.0,66,0,5.44,SA,1612899144
92,Ulaangom,49.9811,92.0667,8.2,88,21,3.02,MN,1612899145
93,George Town,5.4112,100.3354,82.0,83,20,3.44,MY,1612898851
94,Kidal,18.4411,1.4078,77.04,15,23,8.81,ML,1612899148
95,Kaitangata,-46.2817,169.8464,55.0,93,100,5.01,NZ,1612899149
96,Nanortalik,60.1432,-45.2371,29.59,87,81,13.38,GL,1612899150
97,Castro,-24.7911,-50.0119,75.34,51,100,3.22,BR,1612898996
98,Kavaratti,10.5669,72.642,80.96,67,0,8.16,IN,1612899152
99,Port Lincoln,-34.7333,135.8667,70.47,56,0,10.09,AU,1612899154
100,Nsoko,-27.0333,31.95,74.01,89,73,2.51,SZ,1612899155
101,Bethel,41.3712,-73.414,28.0,93,90,4.61,US,1612899079
102,Touros,-5.1989,-35.4608,86.0,58,20,18.41,BR,1612899157
103,Aksu,41.1231,80.2644,29.66,86,79,1.79,CN,1612899158
104,Hermanus,-34.4187,19.2345,69.01,81,0,1.01,ZA,1612898919
105,Menongue,-14.6585,17.691,68.23,86,100,1.1,AO,1612899160
106,Kumul,42.8,93.45,35.46,72,99,5.35,CN,1612899162
107,Zhigansk,66.7697,123.3711,-28.19,83,0,0.58,RU,1612899163
108,La Asuncion,11.0333,-63.8628,78.82,69,0,15.05,VE,1612899164
109,Walvis Bay,-22.9575,14.5053,66.99,88,59,11.5,NA,1612899165
110,Pisco,-13.7,-76.2167,77.0,69,0,6.91,PE,1612899166
111,Tongliao,43.6125,122.2653,14.63,93,0,5.57,CN,1612899167
112,Turukhansk,65.8167,87.9833,1.76,94,100,10.85,RU,1612899169
113,Cartagena,10.3997,-75.5144,87.8,66,20,18.41,CO,1612899094
114,Grand Gaube,-20.0064,57.6608,80.01,74,1,3.0,MU,1612899171
115,College,64.8569,-147.8028,-36.4,77,20,3.44,US,1612898930
116,Suez,29.9737,32.5263,65.86,30,0,1.81,EG,1612899176
117,Dongsheng,39.8161,109.9776,25.61,77,0,4.94,CN,1612899061
118,Portland,45.5234,-122.6762,43.0,75,100,1.99,US,1612898946
119,Provideniya,64.3833,-173.3,-5.64,77,0,14.27,RU,1612899179
120,Khatanga,71.9667,102.5,-20.11,84,0,9.57,RU,1612898932
121,Ranfurly,-45.1333,170.1,43.0,97,100,7.02,NZ,1612899181
122,Chachoengsao,13.6167,101.4167,80.01,99,40,3.02,TH,1612899182
123,Longyearbyen,78.2186,15.6401,15.8,73,90,9.22,SJ,1612899184
124,Bandarbeyla,9.4942,50.8122,75.31,70,99,22.68,SO,1612899185
125,Chokurdakh,70.6333,147.9167,-12.89,88,31,3.78,RU,1612899186
126,Mombasa,-4.0547,39.6636,80.6,78,40,9.22,KE,1612899187
127,Dīr,35.2058,71.8756,46.87,46,0,9.53,PK,1612899188
128,Marrakesh,31.6315,-8.0083,60.8,72,40,3.44,MA,1612899189
129,Erciş,39.0287,43.3586,32.0,86,20,2.19,TR,1612899083
130,Inhambane,-23.865,35.3833,80.6,89,75,5.75,MZ,1612899192
131,Neiafu,-18.65,-173.9833,77.0,88,75,17.27,TO,1612899193
